Head x, Head y, Head z, Spine x, Spine y, Spine z, Left Shoulder x, Left Shoulder y, Left Shoulder z, Right Shoulder x, Right Shoulder y, Right Shoulder z, Hips x, Hips y, Hips z, Left Leg x, Right Leg x, Left Leg y, Right Leg y, Left Leg z, Right Leg z
-2.101098,10.1622,29.70391,-2.13379,9.480948,29.73754,-1.916076,9.927843,29.64756,-2.075936,9.939365,29.78306,-2.128233,9.328337,29.74019,-2.51528,8.69689,29.61719,-1.916076,8.589296,29.64756
-2.616281,10.12026,29.67939,-2.637434,9.439637,29.70497,-2.833523,9.890082,29.62118,-2.576126,9.896239,29.7581,-2.632557,9.287014,29.70822,-2.715107,8.527386,29.59335,-2.833523,8.563582,29.62118
-2.905613,10.18172,29.68689,-2.903731,9.499802,29.67563,-3.28272,9.956993,29.62015,-2.856999,9.953887,29.75722,-2.89614,9.347281,29.67274,-2.732187,8.595969,29.52765,-3.28272,8.711022,29.62015
-3.418098,10.32415,29.71109,-3.445503,9.63979,29.70379,-3.750622,10.09613,29.6402,-3.390509,10.09219,29.77716,-3.437432,9.487466,29.71157,-3.438648,8.722666,29.51771,-3.750622,8.813774,29.6402
20.4927,10.08496,29.74192,20.48174,9.404391,29.76864,20.63284,9.854528,29.68145,20.53097,9.862686,29.81738,20.486,9.251802,29.77382,20.08712,8.629375,29.6427,20.63284,8.499913,29.68145
19.98175,10.04821,29.69894,19.94624,9.366732,29.73236,20.05982,9.813887,29.6449,20.00723,9.824768,29.78096,19.95221,9.214118,29.73371,19.61961,8.547947,29.61565,20.05982,8.455248,29.6449
19.47132,10.12024,29.70308,19.46273,9.439188,29.71487,19.17269,9.892235,29.64089,19.51706,9.895674,29.77794,19.46952,9.286603,29.71508,19.53377,8.521399,29.59725,19.17269,8.599459,29.64089
18.95939,10.01867,29.74525,18.94749,9.335418,29.73074,18.54384,9.792822,29.67681,18.99925,9.788045,29.81383,18.95662,9.182956,29.73011,19.19776,8.448366,29.58812,18.54384,8.568109,29.67681
18.52333,10.247,29.71463,18.49393,9.563696,29.71536,18.31515,10.01807,29.64828,18.55153,10.01705,29.78505,18.49863,9.411184,29.72217,18.32169,8.679273,29.5285,18.31515,8.681204,29.64828
17.99206,10.17898,29.69831,17.98012,9.498285,29.72306,18.09992,9.949007,29.63808,18.03054,9.956017,29.7742,17.98406,9.345698,29.72854,17.61167,8.703896,29.58949,18.09992,8.589398,29.63808
17.65815,10.1669,29.70226,17.62119,9.485633,29.73672,17.80158,9.932002,29.64752,17.68185,9.943954,29.78325,17.62763,9.333041,29.73837,17.25976,8.689787,29.61652,17.80158,8.584593,29.64752
17.13447,10.38428,29.69664,17.1212,9.703312,29.71444,16.85811,10.15536,29.6359,17.17818,10.15994,29.77291,17.12733,9.550711,29.71631,17.13485,8.783885,29.59966,16.85811,8.852193,29.6359
16.60033,10.02055,29.7408,16.59555,9.337584,29.72606,16.18929,9.795196,29.67287,16.64394,9.790793,29.8099,16.60395,9.185095,29.72387,16.82254,8.445271,29.58195,16.18929,8.570353,29.67287
16.13017,10.08691,29.76113,16.10124,9.403036,29.75728,15.86693,9.858343,29.69196,16.15764,9.855909,29.82882,16.10689,9.250593,29.76485,15.99749,8.500546,29.56986,15.86693,8.541192,29.69196
15.62241,10.10109,29.74528,15.60787,9.420014,29.76862,15.69277,9.87117,29.68544,15.65972,9.8772,29.8217,15.61156,9.267441,29.77462,15.25861,8.612746,29.62618,15.69277,8.507968,29.68544
